"scenario","particle_id","rep","arm","period","n_hcw_deaths","n_pep_died","n_prevented","n_counterfactual","pct_averted","n_recip_counterfactual","pct_averted_recipients","dpc_mean","dpc_median","n_pep_recipients"
"DRC",127,4,"no_pep","late (day 201+)",62,0,0,62,0,0,NA,NA,NA,0
"DRC",127,5,"no_pep","early (day 0-200)",40,0,0,40,0,0,NA,NA,NA,0
"DRC",127,5,"no_pep","late (day 201+)",95,0,0,95,0,0,NA,NA,NA,0
"DRC",127,6,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",127,6,"no_pep","late (day 201+)",39,0,0,39,0,0,NA,NA,NA,0
"DRC",127,7,"no_pep","early (day 0-200)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",127,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",127,8,"no_pep","early (day 0-200)",55,0,0,55,0,0,NA,NA,NA,0
"DRC",127,8,"no_pep","late (day 201+)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",127,9,"no_pep","early (day 0-200)",48,0,0,48,0,0,NA,NA,NA,0
"DRC",127,9,"no_pep","late (day 201+)",89,0,0,89,0,0,NA,NA,NA,0
"DRC",127,10,"no_pep","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",127,10,"no_pep","late (day 201+)",40,0,0,40,0,0,NA,NA,NA,0
"DRC",128,1,"no_pep","early (day 0-200)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",128,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",129,1,"no_pep","early (day 0-200)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",129,1,"no_pep","late (day 201+)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",129,2,"no_pep","early (day 0-200)",29,0,0,29,0,0,NA,NA,NA,0
"DRC",129,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",129,3,"no_pep","early (day 0-200)",23,0,0,23,0,0,NA,NA,NA,0
"DRC",129,3,"no_pep","late (day 201+)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",129,4,"no_pep","early (day 0-200)",24,0,0,24,0,0,NA,NA,NA,0
"DRC",129,4,"no_pep","late (day 201+)",118,0,0,118,0,0,NA,NA,NA,0
"DRC",129,5,"no_pep","early (day 0-200)",12,0,0,12,0,0,NA,NA,NA,0
"DRC",129,5,"no_pep","late (day 201+)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",129,6,"no_pep","early (day 0-200)",57,0,0,57,0,0,NA,NA,NA,0
"DRC",129,6,"no_pep","late (day 201+)",158,0,0,158,0,0,NA,NA,NA,0
"DRC",129,7,"no_pep","early (day 0-200)",49,0,0,49,0,0,NA,NA,NA,0
"DRC",129,7,"no_pep","late (day 201+)",157,0,0,157,0,0,NA,NA,NA,0
"DRC",129,8,"no_pep","early (day 0-200)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",129,8,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",129,9,"no_pep","early (day 0-200)",23,0,0,23,0,0,NA,NA,NA,0
"DRC",129,9,"no_pep","late (day 201+)",35,0,0,35,0,0,NA,NA,NA,0
"DRC",129,10,"no_pep","early (day 0-200)",11,0,0,11,0,0,NA,NA,NA,0
"DRC",129,10,"no_pep","late (day 201+)",46,0,0,46,0,0,NA,NA,NA,0
"DRC",130,1,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",130,1,"no_pep","late (day 201+)",139,0,0,139,0,0,NA,NA,NA,0
"DRC",131,1,"no_pep","early (day 0-200)",25,0,0,25,0,0,NA,NA,NA,0
"DRC",131,1,"no_pep","late (day 201+)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",131,2,"no_pep","early (day 0-200)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",131,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,3,"no_pep","early (day 0-200)",9,0,0,9,0,0,NA,NA,NA,0
"DRC",131,3,"no_pep","late (day 201+)",83,0,0,83,0,0,NA,NA,NA,0
"DRC",131,4,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",131,4,"no_pep","late (day 201+)",13,0,0,13,0,0,NA,NA,NA,0
"DRC",131,5,"no_pep","early (day 0-200)",36,0,0,36,0,0,NA,NA,NA,0
"DRC",131,5,"no_pep","late (day 201+)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",131,6,"no_pep","early (day 0-200)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",131,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,7,"no_pep","early (day 0-200)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",131,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,8,"no_pep","early (day 0-200)",12,0,0,12,0,0,NA,NA,NA,0
"DRC",131,8,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,9,"no_pep","early (day 0-200)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",131,9,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",131,10,"no_pep","early (day 0-200)",29,0,0,29,0,0,NA,NA,NA,0
"DRC",131,10,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",132,1,"no_pep","early (day 0-200)",150,0,0,150,0,0,NA,NA,NA,0
"DRC",132,1,"no_pep","late (day 201+)",61,0,0,61,0,0,NA,NA,NA,0
"DRC",133,1,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",133,1,"no_pep","late (day 201+)",233,0,0,233,0,0,NA,NA,NA,0
"DRC",133,2,"no_pep","early (day 0-200)",61,0,0,61,0,0,NA,NA,NA,0
"DRC",133,2,"no_pep","late (day 201+)",141,0,0,141,0,0,NA,NA,NA,0
"DRC",133,3,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",133,3,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",133,4,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",133,4,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",133,5,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",133,5,"no_pep","late (day 201+)",65,0,0,65,0,0,NA,NA,NA,0
"DRC",133,6,"no_pep","early (day 0-200)",42,0,0,42,0,0,NA,NA,NA,0
"DRC",133,6,"no_pep","late (day 201+)",174,0,0,174,0,0,NA,NA,NA,0
"DRC",133,7,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",133,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",133,8,"no_pep","early (day 0-200)",79,0,0,79,0,0,NA,NA,NA,0
"DRC",133,8,"no_pep","late (day 201+)",136,0,0,136,0,0,NA,NA,NA,0
"DRC",134,1,"no_pep","early (day 0-200)",11,0,0,11,0,0,NA,NA,NA,0
"DRC",134,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",135,1,"no_pep","early (day 0-200)",33,0,0,33,0,0,NA,NA,NA,0
"DRC",135,1,"no_pep","late (day 201+)",181,0,0,181,0,0,NA,NA,NA,0
"DRC",135,2,"no_pep","early (day 0-200)",16,0,0,16,0,0,NA,NA,NA,0
"DRC",135,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",135,3,"no_pep","early (day 0-200)",56,0,0,56,0,0,NA,NA,NA,0
"DRC",135,3,"no_pep","late (day 201+)",179,0,0,179,0,0,NA,NA,NA,0
"DRC",135,4,"no_pep","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",135,4,"no_pep","late (day 201+)",1,0,0,1,0,0,NA,NA,NA,0
"DRC",135,5,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",135,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",135,6,"no_pep","early (day 0-200)",50,0,0,50,0,0,NA,NA,NA,0
"DRC",135,6,"no_pep","late (day 201+)",92,0,0,92,0,0,NA,NA,NA,0
"DRC",135,7,"no_pep","early (day 0-200)",30,0,0,30,0,0,NA,NA,NA,0
"DRC",135,7,"no_pep","late (day 201+)",17,0,0,17,0,0,NA,NA,NA,0
"DRC",135,8,"no_pep","early (day 0-200)",32,0,0,32,0,0,NA,NA,NA,0
"DRC",135,8,"no_pep","late (day 201+)",110,0,0,110,0,0,NA,NA,NA,0
"DRC",135,9,"no_pep","early (day 0-200)",40,0,0,40,0,0,NA,NA,NA,0
"DRC",135,9,"no_pep","late (day 201+)",32,0,0,32,0,0,NA,NA,NA,0
"DRC",135,10,"no_pep","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",135,10,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",136,1,"no_pep","early (day 0-200)",31,0,0,31,0,0,NA,NA,NA,0
"DRC",136,1,"no_pep","late (day 201+)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",137,1,"no_pep","early (day 0-200)",38,0,0,38,0,0,NA,NA,NA,0
"DRC",137,1,"no_pep","late (day 201+)",32,0,0,32,0,0,NA,NA,NA,0
"DRC",137,2,"no_pep","early (day 0-200)",12,0,0,12,0,0,NA,NA,NA,0
"DRC",137,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,3,"no_pep","early (day 0-200)",35,0,0,35,0,0,NA,NA,NA,0
"DRC",137,3,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,4,"no_pep","early (day 0-200)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",137,4,"no_pep","late (day 201+)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",137,5,"no_pep","early (day 0-200)",13,0,0,13,0,0,NA,NA,NA,0
"DRC",137,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,6,"no_pep","early (day 0-200)",35,0,0,35,0,0,NA,NA,NA,0
"DRC",137,6,"no_pep","late (day 201+)",92,0,0,92,0,0,NA,NA,NA,0
"DRC",137,7,"no_pep","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",137,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,8,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",137,8,"no_pep","late (day 201+)",57,0,0,57,0,0,NA,NA,NA,0
"DRC",137,9,"no_pep","early (day 0-200)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",137,9,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",137,10,"no_pep","early (day 0-200)",38,0,0,38,0,0,NA,NA,NA,0
"DRC",137,10,"no_pep","late (day 201+)",19,0,0,19,0,0,NA,NA,NA,0
"DRC",138,1,"no_pep","early (day 0-200)",61,0,0,61,0,0,NA,NA,NA,0
"DRC",138,1,"no_pep","late (day 201+)",157,0,0,157,0,0,NA,NA,NA,0
"DRC",139,1,"no_pep","early (day 0-200)",23,0,0,23,0,0,NA,NA,NA,0
"DRC",139,1,"no_pep","late (day 201+)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",139,2,"no_pep","early (day 0-200)",47,0,0,47,0,0,NA,NA,NA,0
"DRC",139,2,"no_pep","late (day 201+)",48,0,0,48,0,0,NA,NA,NA,0
"DRC",139,3,"no_pep","early (day 0-200)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",139,3,"no_pep","late (day 201+)",139,0,0,139,0,0,NA,NA,NA,0
"DRC",139,4,"no_pep","early (day 0-200)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",139,4,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",139,5,"no_pep","early (day 0-200)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",139,5,"no_pep","late (day 201+)",97,0,0,97,0,0,NA,NA,NA,0
"DRC",139,6,"no_pep","early (day 0-200)",33,0,0,33,0,0,NA,NA,NA,0
"DRC",139,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",139,7,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",139,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",139,8,"no_pep","early (day 0-200)",18,0,0,18,0,0,NA,NA,NA,0
"DRC",139,8,"no_pep","late (day 201+)",129,0,0,129,0,0,NA,NA,NA,0
"DRC",140,1,"no_pep","early (day 0-200)",9,0,0,9,0,0,NA,NA,NA,0
"DRC",140,1,"no_pep","late (day 201+)",44,0,0,44,0,0,NA,NA,NA,0
"DRC",141,1,"no_pep","early (day 0-200)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",141,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",141,2,"no_pep","early (day 0-200)",34,0,0,34,0,0,NA,NA,NA,0
"DRC",141,2,"no_pep","late (day 201+)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",141,3,"no_pep","early (day 0-200)",44,0,0,44,0,0,NA,NA,NA,0
"DRC",141,3,"no_pep","late (day 201+)",167,0,0,167,0,0,NA,NA,NA,0
"DRC",141,4,"no_pep","early (day 0-200)",56,0,0,56,0,0,NA,NA,NA,0
"DRC",141,4,"no_pep","late (day 201+)",93,0,0,93,0,0,NA,NA,NA,0
"DRC",141,5,"no_pep","early (day 0-200)",39,0,0,39,0,0,NA,NA,NA,0
"DRC",141,5,"no_pep","late (day 201+)",103,0,0,103,0,0,NA,NA,NA,0
"DRC",141,6,"no_pep","early (day 0-200)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",141,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",141,7,"no_pep","early (day 0-200)",51,0,0,51,0,0,NA,NA,NA,0
"DRC",141,7,"no_pep","late (day 201+)",165,0,0,165,0,0,NA,NA,NA,0
"DRC",141,8,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",141,8,"no_pep","late (day 201+)",1,0,0,1,0,0,NA,NA,NA,0
"DRC",142,1,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",142,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,1,"no_pep","early (day 0-200)",18,0,0,18,0,0,NA,NA,NA,0
"DRC",143,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,2,"no_pep","early (day 0-200)",18,0,0,18,0,0,NA,NA,NA,0
"DRC",143,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,3,"no_pep","early (day 0-200)",25,0,0,25,0,0,NA,NA,NA,0
"DRC",143,3,"no_pep","late (day 201+)",233,0,0,233,0,0,NA,NA,NA,0
"DRC",143,4,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",143,4,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,5,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",143,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,6,"no_pep","early (day 0-200)",48,0,0,48,0,0,NA,NA,NA,0
"DRC",143,6,"no_pep","late (day 201+)",80,0,0,80,0,0,NA,NA,NA,0
"DRC",143,7,"no_pep","early (day 0-200)",40,0,0,40,0,0,NA,NA,NA,0
"DRC",143,7,"no_pep","late (day 201+)",86,0,0,86,0,0,NA,NA,NA,0
"DRC",143,8,"no_pep","early (day 0-200)",40,0,0,40,0,0,NA,NA,NA,0
"DRC",143,8,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,9,"no_pep","early (day 0-200)",9,0,0,9,0,0,NA,NA,NA,0
"DRC",143,9,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",143,10,"no_pep","early (day 0-200)",17,0,0,17,0,0,NA,NA,NA,0
"DRC",143,10,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",144,1,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",144,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,1,"no_pep","early (day 0-200)",15,0,0,15,0,0,NA,NA,NA,0
"DRC",145,1,"no_pep","late (day 201+)",41,0,0,41,0,0,NA,NA,NA,0
"DRC",145,2,"no_pep","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",145,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,3,"no_pep","early (day 0-200)",68,0,0,68,0,0,NA,NA,NA,0
"DRC",145,3,"no_pep","late (day 201+)",127,0,0,127,0,0,NA,NA,NA,0
"DRC",145,4,"no_pep","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",145,4,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,5,"no_pep","early (day 0-200)",15,0,0,15,0,0,NA,NA,NA,0
"DRC",145,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,6,"no_pep","early (day 0-200)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",145,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",145,7,"no_pep","early (day 0-200)",34,0,0,34,0,0,NA,NA,NA,0
"DRC",145,7,"no_pep","late (day 201+)",55,0,0,55,0,0,NA,NA,NA,0
"DRC",145,8,"no_pep","early (day 0-200)",34,0,0,34,0,0,NA,NA,NA,0
"DRC",145,8,"no_pep","late (day 201+)",67,0,0,67,0,0,NA,NA,NA,0
"DRC",145,9,"no_pep","early (day 0-200)",15,0,0,15,0,0,NA,NA,NA,0
"DRC",145,9,"no_pep","late (day 201+)",131,0,0,131,0,0,NA,NA,NA,0
"DRC",146,1,"no_pep","early (day 0-200)",35,0,0,35,0,0,NA,NA,NA,0
"DRC",146,1,"no_pep","late (day 201+)",3,0,0,3,0,0,NA,NA,NA,0
"DRC",147,1,"no_pep","early (day 0-200)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",147,1,"no_pep","late (day 201+)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",147,2,"no_pep","early (day 0-200)",89,0,0,89,0,0,NA,NA,NA,0
"DRC",147,2,"no_pep","late (day 201+)",89,0,0,89,0,0,NA,NA,NA,0
"DRC",147,3,"no_pep","early (day 0-200)",43,0,0,43,0,0,NA,NA,NA,0
"DRC",147,3,"no_pep","late (day 201+)",23,0,0,23,0,0,NA,NA,NA,0
"DRC",147,4,"no_pep","early (day 0-200)",46,0,0,46,0,0,NA,NA,NA,0
"DRC",147,4,"no_pep","late (day 201+)",112,0,0,112,0,0,NA,NA,NA,0
"DRC",147,5,"no_pep","early (day 0-200)",55,0,0,55,0,0,NA,NA,NA,0
"DRC",147,5,"no_pep","late (day 201+)",1,0,0,1,0,0,NA,NA,NA,0
"DRC",147,6,"no_pep","early (day 0-200)",83,0,0,83,0,0,NA,NA,NA,0
"DRC",147,6,"no_pep","late (day 201+)",99,0,0,99,0,0,NA,NA,NA,0
"DRC",148,1,"no_pep","early (day 0-200)",26,0,0,26,0,0,NA,NA,NA,0
"DRC",148,1,"no_pep","late (day 201+)",11,0,0,11,0,0,NA,NA,NA,0
"DRC",149,1,"no_pep","early (day 0-200)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",149,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",149,2,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",149,2,"no_pep","late (day 201+)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",149,3,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",149,3,"no_pep","late (day 201+)",1,0,0,1,0,0,NA,NA,NA,0
"DRC",149,4,"no_pep","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",149,4,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",149,5,"no_pep","early (day 0-200)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",149,5,"no_pep","late (day 201+)",55,0,0,55,0,0,NA,NA,NA,0
"DRC",149,6,"no_pep","early (day 0-200)",16,0,0,16,0,0,NA,NA,NA,0
"DRC",149,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",149,7,"no_pep","early (day 0-200)",11,0,0,11,0,0,NA,NA,NA,0
"DRC",149,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",149,8,"no_pep","early (day 0-200)",17,0,0,17,0,0,NA,NA,NA,0
"DRC",149,8,"no_pep","late (day 201+)",3,0,0,3,0,0,NA,NA,NA,0
"DRC",149,9,"no_pep","early (day 0-200)",13,0,0,13,0,0,NA,NA,NA,0
"DRC",149,9,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",149,10,"no_pep","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",149,10,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",150,1,"no_pep","early (day 0-200)",14,0,0,14,0,0,NA,NA,NA,0
"DRC",150,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,1,"no_pep","early (day 0-200)",8,0,0,8,0,0,NA,NA,NA,0
"DRC",151,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,2,"no_pep","early (day 0-200)",32,0,0,32,0,0,NA,NA,NA,0
"DRC",151,2,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,3,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",151,3,"no_pep","late (day 201+)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",151,4,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",151,4,"no_pep","late (day 201+)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",151,5,"no_pep","early (day 0-200)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",151,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,6,"no_pep","early (day 0-200)",4,0,0,4,0,0,NA,NA,NA,0
"DRC",151,6,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,7,"no_pep","early (day 0-200)",30,0,0,30,0,0,NA,NA,NA,0
"DRC",151,7,"no_pep","late (day 201+)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",151,8,"no_pep","early (day 0-200)",16,0,0,16,0,0,NA,NA,NA,0
"DRC",151,8,"no_pep","late (day 201+)",187,0,0,187,0,0,NA,NA,NA,0
"DRC",151,9,"no_pep","early (day 0-200)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",151,9,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",151,10,"no_pep","early (day 0-200)",20,0,0,20,0,0,NA,NA,NA,0
"DRC",151,10,"no_pep","late (day 201+)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",152,1,"no_pep","early (day 0-200)",13,0,0,13,0,0,NA,NA,NA,0
"DRC",152,1,"no_pep","late (day 201+)",56,0,0,56,0,0,NA,NA,NA,0
"DRC",153,1,"no_pep","early (day 0-200)",6,0,0,6,0,0,NA,NA,NA,0
"DRC",153,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",153,2,"no_pep","early (day 0-200)",44,0,0,44,0,0,NA,NA,NA,0
"DRC",153,2,"no_pep","late (day 201+)",123,0,0,123,0,0,NA,NA,NA,0
"DRC",153,3,"no_pep","early (day 0-200)",12,0,0,12,0,0,NA,NA,NA,0
"DRC",153,3,"no_pep","late (day 201+)",178,0,0,178,0,0,NA,NA,NA,0
"DRC",153,4,"no_pep","early (day 0-200)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",153,4,"no_pep","late (day 201+)",84,0,0,84,0,0,NA,NA,NA,0
"DRC",153,5,"no_pep","early (day 0-200)",53,0,0,53,0,0,NA,NA,NA,0
"DRC",153,5,"no_pep","late (day 201+)",84,0,0,84,0,0,NA,NA,NA,0
"DRC",153,6,"no_pep","early (day 0-200)",12,0,0,12,0,0,NA,NA,NA,0
"DRC",153,6,"no_pep","late (day 201+)",37,0,0,37,0,0,NA,NA,NA,0
"DRC",154,1,"no_pep","early (day 0-200)",7,0,0,7,0,0,NA,NA,NA,0
"DRC",154,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",155,1,"no_pep","early (day 0-200)",3,0,0,3,0,0,NA,NA,NA,0
"DRC",155,1,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",155,2,"no_pep","early (day 0-200)",19,0,0,19,0,0,NA,NA,NA,0
"DRC",155,2,"no_pep","late (day 201+)",186,0,0,186,0,0,NA,NA,NA,0
"DRC",155,3,"no_pep","early (day 0-200)",5,0,0,5,0,0,NA,NA,NA,0
"DRC",155,3,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",155,4,"no_pep","early (day 0-200)",42,0,0,42,0,0,NA,NA,NA,0
"DRC",155,4,"no_pep","late (day 201+)",149,0,0,149,0,0,NA,NA,NA,0
"DRC",155,5,"no_pep","early (day 0-200)",21,0,0,21,0,0,NA,NA,NA,0
"DRC",155,5,"no_pep","late (day 201+)",198,0,0,198,0,0,NA,NA,NA,0
"DRC",155,6,"no_pep","early (day 0-200)",39,0,0,39,0,0,NA,NA,NA,0
"DRC",155,6,"no_pep","late (day 201+)",27,0,0,27,0,0,NA,NA,NA,0
"DRC",155,7,"no_pep","early (day 0-200)",36,0,0,36,0,0,NA,NA,NA,0
"DRC",155,7,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",156,1,"no_pep","early (day 0-200)",35,0,0,35,0,0,NA,NA,NA,0
"DRC",156,1,"no_pep","late (day 201+)",102,0,0,102,0,0,NA,NA,NA,0
"DRC",157,1,"no_pep","early (day 0-200)",17,0,0,17,0,0,NA,NA,NA,0
"DRC",157,1,"no_pep","late (day 201+)",98,0,0,98,0,0,NA,NA,NA,0
"DRC",157,2,"no_pep","early (day 0-200)",2,0,0,2,0,0,NA,NA,NA,0
"DRC",157,2,"no_pep","late (day 201+)",10,0,0,10,0,0,NA,NA,NA,0
"DRC",157,3,"no_pep","early (day 0-200)",22,0,0,22,0,0,NA,NA,NA,0
"DRC",157,3,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
"DRC",157,4,"no_pep","early (day 0-200)",28,0,0,28,0,0,NA,NA,NA,0
"DRC",157,4,"no_pep","late (day 201+)",50,0,0,50,0,0,NA,NA,NA,0
"DRC",157,5,"no_pep","early (day 0-200)",18,0,0,18,0,0,NA,NA,NA,0
"DRC",157,5,"no_pep","late (day 201+)",0,0,0,0,NA,0,NA,NA,NA,0
