"scenario","particle_id","arm","n_hcw_deaths","hcw_days_lost","prevented_hcw","counterfactual_hcw","baseline_days_lost","pct_hcw_deaths_averted","pct_days_lost_averted","condition"
"DRC",54,"with_conflict_lo",62.1,331809.540812782,120,741,405107.96972533,16.1943319838057,18.0935539140947,"strong"
"DRC",54,"with_conflict_mid",32.9,152152.009707216,120,449,219242.153405661,26.7260579064588,30.6009326474315,"strong"
"DRC",55,"cov_conflict_hi",71.5,275976.072272246,192,907,370208.6682598,21.1686879823594,25.4539139859969,"strong"
"DRC",55,"cov_conflict_lo",104.9,458256.696555532,262,1311,585532.612468273,19.9847444698703,21.7367766034786,"strong"
"DRC",55,"cov_conflict_mid",40.1,188942.064566431,122,523,247470.509400791,23.3269598470363,23.6506745697,"strong"
"DRC",55,"dpc_conflict_hi",66.3,261857.583532911,445,1108,429464.025233605,40.1624548736462,39.0268874347568,"strong"
"DRC",55,"dpc_conflict_lo",37.6,224110.772776985,92,468,273383.431122202,19.6581196581197,18.0232789320696,"strong"
"DRC",55,"dpc_conflict_mid",31.9,134788.973957904,93,412,177328.809448589,22.5728155339806,23.9892410167099,"strong"
"DRC",55,"no_pep",58,319607.922637403,0,580,319607.922637403,0,0,"strong"
"DRC",55,"optimistic_hi",12.9,41524.648057106,553,682,243630.744317596,81.0850439882698,82.9559080593808,"strong"
"DRC",55,"optimistic_lo",13.9,58735.6765070976,632,771,350396.615937242,81.9714656290532,83.2373733547651,"strong"
"DRC",55,"optimistic_mid",5.7,21662.5460243095,320,377,145647.676091377,84.8806366047745,85.1267479127379,"strong"
"DRC",55,"with_conflict_hi",63,277134.496090954,151,781,341570.368492216,19.3341869398207,18.8645966819954,"strong"
"DRC",55,"with_conflict_lo",71.5,264990.779158731,105,820,311071.253877642,12.8048780487805,14.8134789520077,"strong"
"DRC",55,"with_conflict_mid",50.4,201464.503709953,134,638,253969.50059616,21.0031347962382,20.6737410448729,"strong"
"DRC",56,"cov_conflict_hi",71.3,216421.667206029,173,886,279071.135265931,19.5259593679458,22.4492826892336,"strong"
"DRC",56,"cov_conflict_lo",71.2,238039.551911524,150,862,303127.203729489,17.4013921113689,21.4720589301017,"strong"
"DRC",56,"cov_conflict_mid",75.3,440254.761888549,221,974,561568.158123744,22.6899383983573,21.6026130542222,"strong"
"DRC",56,"dpc_conflict_hi",48.8,247707.78538365,360,848,415704.114123055,42.4528301886792,40.4124768151021,"strong"
"DRC",56,"dpc_conflict_lo",50.7,111612.282079983,73,580,134951.796564717,12.5862068965517,17.2947045381062,"strong"
"DRC",56,"dpc_conflict_mid",59.5,162006.212446325,183,778,220495.658903843,23.5218508997429,26.5263482956026,"strong"
"DRC",56,"no_pep",75.6,483905.521628794,0,756,483905.521628794,0,0,"strong"
"DRC",56,"optimistic_hi",9.1,36501.9783142393,407,498,203887.537111641,81.7269076305221,82.0970036563578,"strong"
"DRC",56,"optimistic_lo",15.1,71947.0644937007,720,871,383816.389776206,82.6636050516648,81.2548222509072,"strong"
"DRC",56,"optimistic_mid",13.9,66404.9010571637,647,786,353573.085915206,82.3155216284987,81.2189038978242,"strong"
"DRC",56,"with_conflict_hi",62.6,345031.710729814,197,823,451580.137275977,23.9368165249089,23.5945777395978,"strong"
"DRC",56,"with_conflict_lo",44.3,140796.326740074,51,494,171304.308094454,10.3238866396761,17.8092318247821,"strong"
"DRC",56,"with_conflict_mid",70.3,324100.178741796,195,898,417767.942782257,21.7149220489978,22.4210032528229,"strong"
"DRC",57,"cov_conflict_hi",68.7,234205.752953373,173,860,308832.957742792,20.1162790697674,24.1642619151975,"strong"
"DRC",57,"cov_conflict_lo",61.3,283918.197024703,209,822,393755.534187262,25.4257907542579,27.8948046760208,"strong"
"DRC",57,"cov_conflict_mid",49.6,245262.801214222,168,664,324915.696699906,25.3012048192771,24.5149422741651,"strong"
"DRC",57,"dpc_conflict_hi",33.9,90324.0362151453,217,556,141116.223435473,39.0287769784173,35.993159385783,"strong"
"DRC",57,"dpc_conflict_lo",89.9,305240.289279713,163,1062,389306.714810721,15.3483992467043,21.5938801805359,"strong"
"DRC",57,"dpc_conflict_mid",29.9,153949.445195123,145,444,218709.001667935,32.6576576576577,29.6099181921814,"strong"
"DRC",57,"no_pep",107.3,420123.111471466,0,1073,420123.111471466,0,0,"strong"
"DRC",57,"optimistic_hi",13.4,64278.6792068303,634,768,379045.003661463,82.5520833333333,83.0419399844564,"strong"
"DRC",57,"optimistic_lo",13.6,64508.191770659,609,745,360206.331039207,81.744966442953,82.0913220529604,"strong"
"DRC",57,"optimistic_mid",15.5,80440.07585417,654,809,427594.742814648,80.840543881335,81.1877771637995,"strong"
"DRC",57,"with_conflict_hi",36.5,182094.177533518,161,526,264248.763963288,30.6083650190114,31.0898659269353,"strong"
"DRC",57,"with_conflict_lo",88.6,356765.688552866,134,1020,413349.355599316,13.1372549019608,13.6890662293182,"strong"
"DRC",57,"with_conflict_mid",54.8,257882.105920409,172,720,344947.332330624,23.8888888888889,25.2401506693681,"strong"
"DRC",58,"cov_conflict_hi",39.6,222860.88466484,137,533,298103.273558464,25.703564727955,25.2403765968262,"strong"
"DRC",58,"cov_conflict_lo",21.6,110728.595611725,85,301,145408.763090872,28.2392026578073,23.8501220572749,"strong"
"DRC",58,"cov_conflict_mid",58.2,337782.500038283,186,768,453000.247763961,24.21875,25.4343674853161,"strong"
"DRC",58,"dpc_conflict_hi",36.2,193375.162653642,243,605,324457.970879579,40.1652892561983,40.4005510700143,"strong"
"DRC",58,"dpc_conflict_lo",38.1,227342.242174458,86,467,272252.274636074,18.4154175588865,16.4957418708982,"strong"
"DRC",58,"dpc_conflict_mid",47.4,260224.114606713,212,686,367598.118331867,30.9037900874636,29.2096173430945,"strong"
"DRC",58,"no_pep",85.4,593974.407734862,0,854,593974.407734862,0,0,"strong"
"DRC",58,"optimistic_hi",12.1,44762.4168921088,675,796,286707.984930651,84.7989949748744,84.387453700344,"strong"
"DRC",58,"optimistic_lo",7.6,32124.2308932701,366,442,201376.882080272,82.8054298642534,84.0477066873719,"strong"
"DRC",58,"optimistic_mid",9.7,49132.9264700388,417,514,250846.790631351,81.1284046692607,80.4131731777882,"strong"
"DRC",58,"with_conflict_hi",46.1,230692.765090749,150,611,316793.633408103,24.5499181669394,27.1788505946506,"strong"
"DRC",58,"with_conflict_lo",62.1,251692.736400326,133,754,321425.109497142,17.6392572944297,21.6947497368548,"strong"
"DRC",58,"with_conflict_mid",47.6,210460.094652119,143,619,268618.523641866,23.1017770597738,21.6509376201046,"strong"
"DRC",59,"cov_conflict_hi",57.9,240100.212416569,157,736,293752.487525316,21.3315217391304,18.2644496258513,"strong"
"DRC",59,"cov_conflict_lo",36.1,129861.777796682,81,442,162877.137182365,18.3257918552036,20.2701004921992,"strong"
"DRC",59,"cov_conflict_mid",36.3,202003.569904287,121,484,259989.803466805,25,22.3032722011812,"strong"
"DRC",59,"dpc_conflict_hi",46.7,219732.285733577,248,715,332262.925233341,34.6853146853147,33.867949432136,"strong"
"DRC",59,"dpc_conflict_lo",63,227758.372387628,104,734,281038.18740132,14.1689373297003,18.9582118737513,"strong"
"DRC",59,"dpc_conflict_mid",32.6,149771.622315045,109,435,204697.920212111,25.0574712643678,26.8328558688578,"strong"
"DRC",59,"no_pep",64.9,288963.924330759,0,649,288963.924330759,0,0,"strong"
"DRC",59,"optimistic_hi",10.7,60389.046512572,582,689,367188.448443446,84.4702467343977,83.5536638561022,"strong"
"DRC",59,"optimistic_lo",7.6,34645.4494609071,345,421,224146.952595645,81.9477434679335,84.5434215992191,"strong"
"DRC",59,"optimistic_mid",6.6,17955.0777614674,241,307,88805.8723730289,78.5016286644951,79.7816548819574,"strong"
"DRC",59,"with_conflict_hi",20.3,72092.9999183498,86,289,102259.100222781,29.757785467128,29.4996731231855,"strong"
"DRC",59,"with_conflict_lo",51.1,268353.140894156,96,607,329887.833271307,15.8154859967051,18.6532166909421,"strong"
"DRC",59,"with_conflict_mid",65.7,385552.151583083,144,801,475058.593457086,17.9775280898876,18.8411373053267,"strong"
"DRC",60,"cov_conflict_hi",21.6,73827.4178004238,73,289,93300.504702207,25.2595155709343,20.8713628762639,"strong"
"DRC",60,"cov_conflict_lo",36.4,171936.549366266,113,477,219095.033666,23.6897274633124,21.5242141780468,"strong"
"DRC",60,"cov_conflict_mid",43.6,197155.017507392,148,584,252769.211674974,25.3424657534247,22.0019652706336,"strong"
"DRC",60,"dpc_conflict_hi",57.3,262418.576791812,378,951,424111.412141626,39.7476340694006,38.1250847585819,"strong"
"DRC",60,"dpc_conflict_lo",28.6,74367.4571628268,56,342,100238.104289365,16.374269005848,25.8091943277933,"strong"
"DRC",60,"dpc_conflict_mid",54.4,292926.275912763,210,754,401742.160087405,27.8514588859416,27.086000670422,"strong"
"DRC",60,"no_pep",51.2,250931.897012307,0,512,250931.897012307,0,0,"strong"
"DRC",60,"optimistic_hi",10.4,46867.4832127951,526,630,285503.040847985,83.4920634920635,83.5842437707171,"strong"
"DRC",60,"optimistic_lo",17.2,79683.2723163714,750,922,430778.831245245,81.3449023861171,81.5025097482083,"strong"
"DRC",60,"optimistic_mid",8.6,38775.8054973227,469,555,220355.159185614,84.5045045045045,82.4030416893211,"strong"
"DRC",60,"with_conflict_hi",38.9,219064.72910349,129,518,287824.835864658,24.9034749034749,23.8895669147541,"strong"
"DRC",60,"with_conflict_lo",32.4,115516.391673284,87,411,147139.054781962,21.1678832116788,21.4916856408642,"strong"
"DRC",60,"with_conflict_mid",29.4,184259.294389163,94,388,234538.654424714,24.2268041237113,21.4375579833004,"strong"
"DRC",61,"cov_conflict_hi",51.5,342879.414613722,188,703,483324.75638541,26.7425320056899,29.0581725674516,"strong"
"DRC",61,"cov_conflict_lo",36.4,114562.83375036,63,427,138078.604445572,14.7540983606557,17.0307128969293,"strong"
"DRC",61,"cov_conflict_mid",44.9,222787.493811472,135,584,299545.399214398,23.1164383561644,25.6247986462937,"strong"
"DRC",61,"dpc_conflict_hi",29.3,207768.023712842,207,500,331609.127503199,41.4,37.3455051502351,"strong"
"DRC",61,"dpc_conflict_lo",71.2,222631.458997235,103,815,271162.831293771,12.638036809816,17.8975016837605,"strong"
"DRC",61,"dpc_conflict_mid",64,262117.695910166,221,861,373310.673228425,25.6678281068525,29.7856411006554,"strong"
"DRC",61,"no_pep",86.3,371094.679190096,0,863,371094.679190096,0,0,"strong"
"DRC",61,"optimistic_hi",5.9,21760.3805944111,244,303,111032.754564131,80.5280528052805,80.4018366653756,"strong"
"DRC",61,"optimistic_lo",7.4,24263.804963524,288,362,142190.94035564,79.5580110497238,82.9357588445251,"strong"
"DRC",61,"optimistic_mid",10,43302.0130166171,421,521,235017.375965614,80.8061420345489,81.5749738338698,"strong"
"DRC",61,"with_conflict_hi",68.3,248277.153102193,161,844,324234.200432231,19.0758293838863,23.4265994237438,"strong"
"DRC",61,"with_conflict_lo",42.1,138705.894727379,87,508,173970.068289188,17.1259842519685,20.2702533306991,"strong"
"DRC",61,"with_conflict_mid",53.8,277964.52320332,187,725,371077.956010351,25.7931034482759,25.0926877489951,"strong"
"DRC",62,"cov_conflict_hi",80.7,287949.958560601,179,986,385319.898298568,18.1541582150101,25.2698965633275,"strong"
"DRC",62,"cov_conflict_lo",46.4,224953.230580199,131,595,292543.760995716,22.0168067226891,23.1044169889191,"strong"
"DRC",62,"cov_conflict_mid",46.7,151500.634528454,119,586,199851.732678272,20.3071672354949,24.1934845907263,"strong"
"DRC",62,"dpc_conflict_hi",46,202168.985717219,312,772,333843.14018946,40.4145077720207,39.4419230532982,"strong"
"DRC",62,"dpc_conflict_lo",69.1,173944.094808409,96,787,214542.077583665,12.1982210927573,18.9230864325084,"strong"
"DRC",62,"dpc_conflict_mid",36.4,189449.805708982,211,575,285712.581571329,36.695652173913,33.6921725087962,"strong"
"DRC",62,"no_pep",89,330604.935189643,0,890,330604.935189643,0,0,"strong"
"DRC",62,"optimistic_hi",17.9,60020.1503564936,847,1026,325275.698249103,82.5536062378168,81.5479143755373,"strong"
"DRC",62,"optimistic_lo",10.1,52005.3400237197,519,620,326521.966205122,83.7096774193548,84.072942893205,"strong"
"DRC",62,"optimistic_mid",19.5,72763.1447240016,909,1104,398260.174493394,82.3369565217391,81.7297461850008,"strong"
"DRC",62,"with_conflict_hi",41.4,84123.7721376622,79,493,113174.774113361,16.0243407707911,25.6691495108263,"strong"
"DRC",62,"with_conflict_lo",25.3,131974.25676669,43,296,148277.920069681,14.527027027027,10.9953412452305,"strong"
"DRC",62,"with_conflict_mid",49.1,264005.825585885,128,619,332757.064909128,20.6785137318255,20.6610907996853,"strong"
"DRC",63,"cov_conflict_hi",59.9,256009.580368937,150,749,324594.83430688,20.0267022696929,21.1294964334218,"strong"
"DRC",63,"cov_conflict_lo",67.3,364989.657933811,203,876,483309.00304484,23.1735159817352,24.4810968481072,"strong"
"DRC",63,"cov_conflict_mid",63.3,188133.315047604,207,840,258142.606458546,24.6428571428571,27.1203937898505,"strong"
"DRC",63,"dpc_conflict_hi",46.9,184709.752811579,338,807,302343.669964534,41.8835192069393,38.9073524068667,"strong"
"DRC",63,"dpc_conflict_lo",119.3,441514.101335888,259,1452,548119.375740143,17.8374655647383,19.4492804163878,"strong"
"DRC",63,"dpc_conflict_mid",41.1,154653.985918139,144,555,211827.581599762,25.9459459459459,26.9906285337526,"strong"
"DRC",63,"no_pep",23.6,98765.0150106035,0,236,98765.0150106035,0,0,"strong"
"DRC",63,"optimistic_hi",12.3,59822.5023552897,662,785,368633.615603702,84.3312101910828,83.7718265987978,"strong"
"DRC",63,"optimistic_lo",19.8,95052.4813509572,790,988,510763.628198231,79.9595141700405,81.390123316677,"strong"
"DRC",63,"optimistic_mid",9.4,57340.0435493192,478,572,343702.172457039,83.5664335664336,83.3169388661672,"strong"
"DRC",63,"with_conflict_hi",54.4,216433.76599406,144,688,279718.78923788,20.9302325581395,22.6245163638261,"strong"
"DRC",63,"with_conflict_lo",100,278095.65165316,124,1124,338266.637285433,11.0320284697509,17.7880343492167,"strong"
"DRC",63,"with_conflict_mid",61.1,256107.723674792,168,779,327618.742806258,21.5661103979461,21.8275116127147,"strong"
"DRC",64,"cov_conflict_hi",82.4,306081.144535168,206,1030,397289.327099468,20,22.9576221516427,"strong"
"DRC",64,"cov_conflict_lo",79.1,253728.191482095,173,964,318145.653027202,17.9460580912863,20.2477893166749,"strong"
"DRC",64,"cov_conflict_mid",113.6,470412.623691919,323,1459,617509.544978835,22.1384509938314,23.8209955591791,"strong"
"DRC",64,"dpc_conflict_hi",65.1,263022.052825886,474,1125,444647.17418535,42.1333333333333,40.8470202677491,"strong"
"DRC",64,"dpc_conflict_lo",65.7,310235.675084272,122,779,366347.038493275,15.6611039794608,15.3164506637694,"strong"
"DRC",64,"dpc_conflict_mid",77.3,277503.402111146,243,1016,378474.193882931,23.9173228346457,26.6783821469786,"strong"
"DRC",64,"no_pep",101.7,477511.853457675,0,1017,477511.853457675,0,0,"strong"
"DRC",64,"optimistic_hi",13.8,84938.8461162937,690,828,558364.092138364,83.3333333333333,84.7879103774378,"strong"
"DRC",64,"optimistic_lo",12.3,69060.9046520417,616,739,393193.253496319,83.3558863328823,82.4358876867941,"strong"
"DRC",64,"optimistic_mid",23.9,88027.4101367129,1159,1398,531097.152323668,82.9041487839771,83.4253658202509,"strong"
"DRC",64,"with_conflict_hi",71,235627.502114287,187,897,304030.437943699,20.8472686733556,22.4987130538813,"strong"
"DRC",64,"with_conflict_lo",77.6,268432.483164142,153,929,335135.020033483,16.4693218514532,19.9031831596342,"strong"
"DRC",64,"with_conflict_mid",56.4,276647.187668961,163,727,359953.672661687,22.4209078404402,23.1436685662113,"strong"
"DRC",65,"cov_conflict_hi",69.8,435117.37533381,241,939,580680.192733825,25.6656017039404,25.0676395064742,"strong"
"DRC",65,"cov_conflict_lo",37.3,162843.236975697,120,493,210982.513010088,24.3407707910751,22.8167137397255,"strong"
"DRC",65,"cov_conflict_mid",83.6,387710.862402448,188,1024,484074.715158314,18.359375,19.9068139149451,"strong"
"DRC",65,"dpc_conflict_hi",47.2,254594.762857847,305,777,392177.260776108,39.2535392535393,35.0817121946307,"strong"
"DRC",65,"dpc_conflict_lo",59.1,279496.000117005,124,715,339946.451753169,17.3426573426573,17.7823452265525,"strong"
"DRC",65,"dpc_conflict_mid",36.9,160531.04743864,146,515,221145.237186247,28.3495145631068,27.4092223367932,"strong"
"DRC",65,"no_pep",34.1,128913.129395276,0,341,128913.129395276,0,0,"strong"
"DRC",65,"optimistic_hi",7.3,44874.5459440769,342,415,244054.960586122,82.4096385542169,81.6129343012303,"strong"
"DRC",65,"optimistic_lo",8,43679.3854136517,368,448,228663.361864253,82.1428571428571,80.8979518810792,"strong"
"DRC",65,"optimistic_mid",4.6,19427.5411586625,336,382,141692.7413427,87.9581151832461,86.2889651406526,"strong"
"DRC",65,"with_conflict_hi",39.7,221656.558894098,125,522,300190.993752227,23.9463601532567,26.1614893493274,"strong"
"DRC",65,"with_conflict_lo",43.8,142266.665898337,82,520,180676.408145527,15.7692307692308,21.2588586641885,"strong"
"DRC",65,"with_conflict_mid",48.2,201327.642419172,134,616,259936.071327566,21.7532467532468,22.5472473324168,"strong"
"DRC",66,"cov_conflict_hi",37.2,135684.910787122,84,456,168222.995707999,18.4210526315789,19.3422336725928,"strong"
"DRC",66,"cov_conflict_lo",42.8,160265.554226635,89,517,204462.654845123,17.2147001934236,21.6162216283295,"strong"
"DRC",66,"cov_conflict_mid",53.6,200562.521068753,128,664,254006.788860868,19.2771084337349,21.0404879459298,"strong"
"DRC",66,"dpc_conflict_hi",43.4,252858.199240356,273,707,400657.351520417,38.6138613861386,36.8891651979407,"strong"
"DRC",66,"dpc_conflict_lo",34.6,141673.176816936,62,408,167136.030377625,15.1960784313725,15.2348081399078,"strong"
"DRC",66,"dpc_conflict_mid",24.5,109170.365235265,90,335,147386.546510079,26.865671641791,25.9292195792107,"strong"
"DRC",66,"no_pep",42.9,173367.748889813,0,429,173367.748889813,0,0,"strong"
"DRC",66,"optimistic_hi",8.9,34604.1986658283,406,495,211344.633741819,82.020202020202,83.6266490172155,"strong"
"DRC",66,"optimistic_lo",11.8,30342.7324311595,597,715,187361.364521031,83.4965034965035,83.8052351354681,"strong"
"DRC",66,"optimistic_mid",13.4,61896.4637470482,612,746,354054.779692229,82.0375335120643,82.5178285120587,"strong"
"DRC",66,"with_conflict_hi",31.9,133373.629722631,92,411,176998.306646676,22.3844282238443,24.6469459231203,"strong"
"DRC",66,"with_conflict_lo",87.4,299224.575605108,100,974,352212.165127289,10.2669404517454,15.0442246942355,"strong"
"DRC",66,"with_conflict_mid",37,130191.940741008,99,469,169913.966860992,21.1087420042644,23.3777286551617,"strong"
"DRC",67,"cov_conflict_hi",104,387569.057118062,230,1270,493868.785677894,18.1102362204724,21.5238807639813,"strong"
"DRC",67,"cov_conflict_lo",35.3,135761.27201258,100,453,179110.51344516,22.075055187638,24.2025108402435,"strong"
"DRC",67,"cov_conflict_mid",59.8,326526.297445398,189,787,430908.796222447,24.0152477763659,24.2238032020037,"strong"
"DRC",67,"dpc_conflict_hi",55.4,201252.715473473,348,902,327864.106180785,38.5809312638581,38.6170331916414,"strong"
"DRC",67,"dpc_conflict_lo",93.3,411357.405486439,190,1123,492697.413745582,16.9189670525378,16.5091202003235,"strong"
"DRC",67,"dpc_conflict_mid",36,205437.724708027,157,517,288244.192441706,30.3675048355899,28.7278876400697,"strong"
"DRC",67,"no_pep",37.9,139673.219820396,0,379,139673.219820396,0,0,"strong"
"DRC",67,"optimistic_hi",17.4,82155.0738696055,719,893,432676.932080835,80.515117581187,81.0123748741343,"strong"
"DRC",67,"optimistic_lo",12.4,46366.2146821541,615,739,255847.183872241,83.2205683355886,81.8773793088505,"strong"
"DRC",67,"optimistic_mid",10.3,49092.8724684849,473,576,300342.442140735,82.1180555555556,83.6543672886962,"strong"
"DRC",67,"with_conflict_hi",68.1,262113.915165165,196,877,344479.760517087,22.3489167616876,23.91021325267,"strong"
"DRC",67,"with_conflict_lo",52.1,172065.267943884,79,600,209365.891023059,13.1666666666667,17.8159980581871,"strong"
"DRC",67,"with_conflict_mid",32.2,163246.667691787,93,415,201500.885666273,22.4096385542169,18.9846401160948,"strong"
"DRC",68,"cov_conflict_hi",33.9,98248.8641216912,91,430,124253.183887978,21.1627906976744,20.9284937034142,"strong"
"DRC",68,"cov_conflict_lo",82,359945.189911859,233,1053,459814.286576761,22.1272554605888,21.7194418660652,"strong"
"DRC",68,"cov_conflict_mid",58.3,236959.882099386,171,754,304419.28625,22.6790450928382,22.1600296688213,"strong"
"DRC",68,"dpc_conflict_hi",53.2,221474.735874236,374,906,375541.968492346,41.280353200883,41.0253035730279,"strong"
"DRC",68,"dpc_conflict_lo",76.5,295410.920595681,173,938,385789.80535559,18.4434968017058,23.426975908968,"strong"
"DRC",68,"dpc_conflict_mid",55.3,152099.603610741,140,693,204390.130915088,20.2020202020202,25.5836850195423,"strong"
"DRC",68,"no_pep",69.5,381902.700076379,0,695,381902.700076379,0,0,"strong"
"DRC",68,"optimistic_hi",17.8,61979.2919583029,813,991,332614.102435631,82.0383451059536,81.3660059797683,"strong"
"DRC",68,"optimistic_lo",12.8,39376.0146342374,577,705,225057.521557032,81.8439716312057,82.5040219221205,"strong"
"DRC",68,"optimistic_mid",5.6,24324.8189412738,290,346,139118.776940596,83.8150289017341,82.5150713108551,"strong"
"DRC",68,"with_conflict_hi",21.1,113612.521132045,87,298,153132.582932279,29.1946308724832,25.8077419210722,"strong"
"DRC",68,"with_conflict_lo",89.5,393831.269907476,161,1056,481908.190512483,15.2462121212121,18.2767013175977,"strong"
"DRC",68,"with_conflict_mid",58.5,197149.702597409,141,726,252946.673755244,19.4214876033058,22.058788253458,"strong"
"DRC",69,"cov_conflict_hi",44.9,187043.21736676,108,557,240436.398910916,19.3895870736086,22.206779749658,"strong"
"DRC",69,"cov_conflict_lo",36.5,124067.138544773,95,460,157877.141731404,20.6521739130435,21.4153884570268,"strong"
"DRC",69,"cov_conflict_mid",39.5,162469.692347512,112,507,211396.368556606,22.0907297830375,23.1445206666325,"strong"
"DRC",69,"dpc_conflict_hi",11.5,41875.7617330566,65,180,61335.4796969123,36.1111111111111,31.7266907506314,"strong"
"DRC",69,"dpc_conflict_lo",79.5,453625.312686299,192,987,558847.726316941,19.4528875379939,18.8284587510277,"strong"
"DRC",69,"dpc_conflict_mid",39.7,155418.128459935,181,578,223778.039192217,31.3148788927336,30.5480872828471,"strong"
"DRC",69,"no_pep",66.9,273263.630910717,0,669,273263.630910717,0,0,"strong"
"DRC",69,"optimistic_hi",6.9,19752.1684293292,248,317,96118.7295710272,78.2334384858044,79.4502398049974,"strong"
"DRC",69,"optimistic_lo",7.2,32405.3656324167,312,384,159545.331540929,81.25,79.6889289586618,"strong"
"DRC",69,"optimistic_mid",4.6,15695.6826739181,186,232,83482.3489997635,80.1724137931034,81.198800869915,"strong"
"DRC",69,"with_conflict_hi",39.2,172161.259180912,114,506,226567.288535338,22.5296442687747,24.0131881818149,"strong"
"DRC",69,"with_conflict_lo",40.5,228519.869227062,86,491,272190.357123069,17.5152749490835,16.0440980928146,"strong"
"DRC",69,"with_conflict_mid",50.7,289094.009858183,149,656,375539.00686956,22.7134146341463,23.0189129305024,"strong"
"DRC",70,"cov_conflict_hi",91.8,402343.785235039,244,1162,504458.928746918,20.9982788296041,20.2425088927524,"strong"
"DRC",70,"cov_conflict_lo",47.5,219685.420176537,139,614,292166.155183003,22.6384364820847,24.8080531302697,"strong"
"DRC",70,"cov_conflict_mid",68.2,248219.332044746,139,821,307459.147210649,16.9305724725944,19.2675403231102,"strong"
"DRC",70,"dpc_conflict_hi",26.6,128706.177378027,174,440,201029.083046427,39.5454545454545,35.9763396282805,"strong"
"DRC",70,"dpc_conflict_lo",64.3,426922.65837752,159,802,539370.76355591,19.8254364089776,20.8480163880321,"strong"
"DRC",70,"dpc_conflict_mid",44.6,268151.590157249,176,622,366454.909420741,28.2958199356913,26.8254884124438,"strong"
"DRC",70,"no_pep",67.1,286396.264291108,0,671,286396.264291108,0,0,"strong"
"DRC",70,"optimistic_hi",14.2,77716.2215657798,670,812,438173.250409541,82.512315270936,82.2635860374539,"strong"
"DRC",70,"optimistic_lo",12.4,57614.9393345294,527,651,324079.362755568,80.9523809523809,82.2219659886259,"strong"
"DRC",70,"optimistic_mid",10.4,60774.1046135693,400,504,302292.943203289,79.3650793650794,79.8956257564043,"strong"
"DRC",70,"with_conflict_hi",43.8,219624.627802652,138,576,286729.927989998,23.9583333333333,23.4036609494376,"strong"
"DRC",70,"with_conflict_lo",83.6,330156.663069622,115,951,395147.90101499,12.0925341745531,16.4473195424877,"strong"
"DRC",70,"with_conflict_mid",102.1,379820.222660204,190,1211,463811.721141799,15.6895127993394,18.1089641880604,"strong"
"DRC",71,"cov_conflict_hi",41.2,140237.076347279,108,520,180209.647023521,20.7692307692308,22.1811491984246,"strong"
"DRC",71,"cov_conflict_lo",30.5,155163.672269122,86,391,197440.448648146,21.9948849104859,21.4124191210507,"strong"
"DRC",71,"cov_conflict_mid",111,325258.349390161,227,1337,416017.512438582,16.9783096484667,21.8161881014133,"strong"
"DRC",71,"dpc_conflict_hi",19.2,81305.3386467294,85,277,115952.572059156,30.6859205776173,29.880521662556,"strong"
"DRC",71,"dpc_conflict_lo",59.6,235638.438256243,132,728,285817.16410379,18.1318681318681,17.5562324974037,"strong"
"DRC",71,"dpc_conflict_mid",65.4,270686.641813723,195,849,346922.273049973,22.9681978798587,21.9748448452222,"strong"
"DRC",71,"no_pep",104.8,398921.328395796,0,1048,398921.328395796,0,0,"strong"
"DRC",71,"optimistic_hi",8.1,43612.4060797483,345,426,216974.509451579,80.9859154929577,79.8997558791665,"strong"
"DRC",71,"optimistic_lo",7.9,30473.8751857393,398,477,170812.748020093,83.4381551362683,82.1594842662711,"strong"
"DRC",71,"optimistic_mid",11,31861.5856370605,602,712,201276.691376358,84.5505617977528,84.1702556718383,"strong"
"DRC",71,"with_conflict_hi",8.8,21354.0878115344,38,126,30586.9510919841,30.1587301587302,30.1856280238059,"strong"
"DRC",71,"with_conflict_lo",46.4,254075.587913105,95,559,302743.088634435,16.994633273703,16.0755117287241,"strong"
"DRC",71,"with_conflict_mid",61.1,234095.013186623,144,755,286446.510939401,19.0728476821192,18.2761862174864,"strong"
"DRC",72,"cov_conflict_hi",79.6,400016.406461444,256,1052,520777.770171687,24.3346007604563,23.188655627607,"strong"
"DRC",72,"cov_conflict_lo",106.5,359860.490138446,268,1333,481379.747101268,20.1050262565641,25.243948814751,"strong"
"DRC",72,"cov_conflict_mid",74.3,272789.64525426,199,942,362947.364800715,21.1252653927813,24.8404392179452,"strong"
"DRC",72,"dpc_conflict_hi",66.8,312945.296119258,380,1048,494672.599981927,36.2595419847328,36.7368849354722,"strong"
"DRC",72,"dpc_conflict_lo",50.2,158419.630618318,112,614,201400.920590036,18.2410423452769,21.3411586430676,"strong"
"DRC",72,"dpc_conflict_mid",38.9,148452.047888907,144,533,212798.881473692,27.0168855534709,30.2383326167719,"strong"
"DRC",72,"no_pep",61.9,245993.531774282,0,619,245993.531774282,0,0,"strong"
"DRC",72,"optimistic_hi",20.1,90800.0353123796,806,1007,475037.694851054,80.0397219463754,80.8857199551607,"strong"
"DRC",72,"optimistic_lo",9.4,48061.6536282223,466,560,295799.506833196,83.2142857142857,83.7519493718005,"strong"
"DRC",72,"optimistic_mid",9,51934.8460178581,449,539,297473.069499709,83.3024118738404,82.541328495651,"strong"
"DRC",72,"with_conflict_hi",43.3,164114.390413937,125,558,217670.013680229,22.4014336917563,24.6040427713522,"strong"
