"scenario","arm","week","metric","n","q025","q25","q50","q75","q975","method","iqr_width","ci95_width"
"WestAfrica","baseline",26.5,"infections",200,343.28,596.5,941.2,1271.975,2097.4875,"mean_first",675.475,1754.2075
"WestAfrica","baseline",27.5,"deaths",200,182.625,331.9,506.4,678.1,1142.7775,"mean_first",346.2,960.1525
"WestAfrica","baseline",27.5,"hcw_deaths",200,58.1925,108.35,149.45,205.875,368.1875,"mean_first",97.525,309.995
"WestAfrica","baseline",27.5,"hcw_deaths_incidence",200,6.8975,12.8,19.35,28.6,52.4,"mean_first",15.8,45.5025
"WestAfrica","baseline",27.5,"infections",200,355.9925,630.025,971.55,1365,2088.08,"mean_first",734.975,1732.0875
"WestAfrica","baseline",28.5,"deaths",200,197.6975,341.3,532.85,730.825,1196.815,"mean_first",389.525,999.1175
"WestAfrica","baseline",28.5,"hcw_deaths",200,65.075,121.125,171.35,237.025,429.31,"mean_first",115.9,364.235
"WestAfrica","baseline",28.5,"hcw_deaths_incidence",200,7.395,13.975,21.3,30.55,55.65,"mean_first",16.575,48.255
"WestAfrica","baseline",28.5,"infections",200,372.9,645.975,977.65,1387.925,2078.045,"mean_first",741.95,1705.145
"WestAfrica","baseline",29.5,"deaths",200,210.1875,356.975,565.5,766.725,1210.0325,"mean_first",409.75,999.845
"WestAfrica","baseline",29.5,"hcw_deaths",200,74.635,136.15,197.05,271.475,485.06,"mean_first",135.325,410.425
"WestAfrica","baseline",29.5,"hcw_deaths_incidence",200,8.5825,14.9,22.65,33.225,59.3675,"mean_first",18.325,50.785
"WestAfrica","baseline",29.5,"infections",200,367.685,661.05,983.4,1383.175,1996.13,"mean_first",722.125,1628.445
"WestAfrica","baseline",30.5,"deaths",200,212.4875,368.475,570.55,798.15,1209.3725,"mean_first",429.675,996.885
"WestAfrica","baseline",30.5,"hcw_deaths",200,84.19,152.375,220.7,307.125,544.61,"mean_first",154.75,460.42
"WestAfrica","baseline",30.5,"hcw_deaths_incidence",200,8.49,16.125,23.05,34.325,59.11,"mean_first",18.2,50.62
"WestAfrica","baseline",30.5,"infections",200,341.5525,638.15,995.15,1350.275,1868.805,"mean_first",712.125,1527.2525
"WestAfrica","baseline",31.5,"deaths",200,210.3925,373.6,576.3,786.175,1150.36,"mean_first",412.575,939.9675
"WestAfrica","baseline",31.5,"hcw_deaths",200,93.2875,168.675,247.65,340.025,604.7675,"mean_first",171.35,511.48
"WestAfrica","baseline",31.5,"hcw_deaths_incidence",200,8.6975,16.475,25.1,35.625,56.0325,"mean_first",19.15,47.335
"WestAfrica","baseline",31.5,"infections",200,324.575,635.05,938.4,1304.4,1770.13,"mean_first",669.35,1445.555
"WestAfrica","baseline",32.5,"deaths",200,210.215,374.85,577.65,778.1,1109.3825,"mean_first",403.25,899.1675
"WestAfrica","baseline",32.5,"hcw_deaths",200,102.6875,187.6,271.85,375.025,660.5475,"mean_first",187.425,557.86
"WestAfrica","baseline",32.5,"hcw_deaths_incidence",200,8.5875,16.075,25.55,36.325,55.825,"mean_first",20.25,47.2375
"WestAfrica","baseline",32.5,"infections",200,314.0525,612.4,915,1193.625,1609.4975,"mean_first",581.225,1295.445
"WestAfrica","baseline",33.5,"deaths",200,191.2925,365.375,545.65,754.15,1036.975,"mean_first",388.775,845.6825
"WestAfrica","baseline",33.5,"hcw_deaths",200,110.8325,205.625,294.85,409.1,700.1575,"mean_first",203.475,589.325
"WestAfrica","baseline",33.5,"hcw_deaths_incidence",200,7.795,17.225,24.95,34.9,53.2275,"mean_first",17.675,45.4325
"WestAfrica","baseline",33.5,"infections",200,299.6,572.725,874.8,1134.1,1489.94,"mean_first",561.375,1190.34
"WestAfrica","baseline",34.5,"deaths",200,182.9825,353.7,534.95,702.725,962.0725,"mean_first",349.025,779.09
"WestAfrica","baseline",34.5,"hcw_deaths",200,120.1475,221.75,316.35,443.525,734.435,"mean_first",221.775,614.2875
"WestAfrica","baseline",34.5,"hcw_deaths_incidence",200,8.1925,16.55,25.7,33.7,50.33,"mean_first",17.15,42.1375
"WestAfrica","baseline",34.5,"infections",200,286.11,556.75,800.5,1037.825,1370.56,"mean_first",481.075,1084.45
"WestAfrica","baseline",35.5,"deaths",200,171.2675,329.425,498.9,660.475,878.7675,"mean_first",331.05,707.5
"WestAfrica","baseline",35.5,"hcw_deaths",200,127.9625,238.55,342,477.025,772.265,"mean_first",238.475,644.3025
"WestAfrica","baseline",35.5,"hcw_deaths_incidence",200,7.7975,16.25,23.9,32.325,47.8025,"mean_first",16.075,40.005
"WestAfrica","baseline",35.5,"infections",200,280.47,500.95,731.95,930.375,1272.2875,"mean_first",429.425,991.8175
"WestAfrica","baseline",36.5,"deaths",200,165.5975,310.55,463.1,606.625,785.585,"mean_first",296.075,619.9875
"WestAfrica","baseline",36.5,"hcw_deaths",200,137.5625,254.375,365.1,501.525,804.405,"mean_first",247.15,666.8425
"WestAfrica","baseline",36.5,"hcw_deaths_incidence",200,7.8925,14.875,22.55,29.7,43.2075,"mean_first",14.825,35.315
"WestAfrica","baseline",36.5,"infections",200,240.97,460.85,647.7,830.05,1152.8275,"mean_first",369.2,911.8575
"WestAfrica","baseline",37.5,"deaths",200,153.54,294.475,422.25,544.825,715.9275,"mean_first",250.35,562.3875
"WestAfrica","baseline",37.5,"hcw_deaths",200,145.37,268.95,386.75,527.425,823.52,"mean_first",258.475,678.15
"WestAfrica","baseline",37.5,"hcw_deaths_incidence",200,6.795,13.675,20.05,27.025,37.2275,"mean_first",13.35,30.4325
"WestAfrica","baseline",37.5,"infections",200,212.6475,395.375,568,757.675,1017.365,"mean_first",362.3,804.7175
"WestAfrica","baseline",38.5,"deaths",200,143.6325,262.775,374,470.975,669.9075,"mean_first",208.2,526.275
"WestAfrica","baseline",38.5,"hcw_deaths",200,150.7,283.525,409.9,547.7,838.4375,"mean_first",264.175,687.7375
"WestAfrica","baseline",38.5,"hcw_deaths_incidence",200,6.5,12.175,18.35,24.3,36.7125,"mean_first",12.125,30.2125
"WestAfrica","baseline",38.5,"infections",200,192.88,356.7,500.6,672.85,958.6925,"mean_first",316.15,765.8125
"WestAfrica","baseline",39.5,"deaths",200,125.2675,234.25,330.65,424.55,584.2525,"mean_first",190.3,458.985
"WestAfrica","baseline",39.5,"hcw_deaths",200,158.03,295.025,431.4,576,864.025,"mean_first",280.975,705.995
"WestAfrica","baseline",39.5,"hcw_deaths_incidence",200,5.0925,11.375,16.5,21.625,32.9075,"mean_first",10.25,27.815
"WestAfrica","baseline",39.5,"infections",200,171.705,323.225,438.25,593.025,869.7325,"mean_first",269.8,698.0275
"WestAfrica","baseline",40.5,"deaths",200,111.8925,199.375,285.7,378.85,528.9675,"mean_first",179.475,417.075
"WestAfrica","baseline",40.5,"hcw_deaths",200,163.7975,304.775,451.85,594.55,889.9525,"mean_first",289.775,726.155
"WestAfrica","baseline",40.5,"hcw_deaths_incidence",200,4.9875,10.175,14.2,19.35,28.2225,"mean_first",9.175,23.235
"WestAfrica","baseline",40.5,"infections",200,133.35,289.05,373.15,523,735.3375,"mean_first",233.95,601.9875
"WestAfrica","baseline",41.5,"deaths",200,97.12,180,246.9,336.35,494.5225,"mean_first",156.35,397.4025
"WestAfrica","baseline",41.5,"hcw_deaths",200,169.165,313.825,467,613.375,912.0825,"mean_first",299.55,742.9175
"WestAfrica","baseline",41.5,"hcw_deaths_incidence",200,4.3925,8.575,12.75,17.4,25.5025,"mean_first",8.825,21.11
"WestAfrica","baseline",41.5,"infections",200,109.1675,247.625,317.05,447.025,668.955,"mean_first",199.4,559.7875
"WestAfrica","baseline",42.5,"deaths",200,83.91,160.575,212.8,289.3,414.8275,"mean_first",128.725,330.9175
"WestAfrica","baseline",42.5,"hcw_deaths",200,172.1725,320.775,482.9,632.5,932.18,"mean_first",311.725,760.0075
"WestAfrica","baseline",42.5,"hcw_deaths_incidence",200,2.8975,7.275,10.9,15.2,22.0175,"mean_first",7.925,19.12
"WestAfrica","baseline",42.5,"infections",200,89.9825,207.325,274.65,374.6,560.3625,"mean_first",167.275,470.38
"WestAfrica","baseline",43.5,"deaths",200,68.905,141.175,180.15,251.425,360.625,"mean_first",110.25,291.72
"WestAfrica","baseline",43.5,"hcw_deaths",200,174.7975,327.275,495.55,642.025,949.7175,"mean_first",314.75,774.92
"WestAfrica","baseline",43.5,"hcw_deaths_incidence",200,2.9,6.25,9.25,12.8,20.805,"mean_first",6.55,17.905
"WestAfrica","baseline",43.5,"infections",200,76.8975,176.45,234.95,328.825,497.8225,"mean_first",152.375,420.925
"WestAfrica","baseline",44.5,"deaths",200,50.3,116.95,153.65,211.1,312.95,"mean_first",94.15,262.65
"WestAfrica","baseline",44.5,"hcw_deaths",200,178.09,332.875,507.1,650.75,960.3975,"mean_first",317.875,782.3075
"WestAfrica","baseline",44.5,"hcw_deaths_incidence",200,2.6,5.575,7.55,11.3,16.7025,"mean_first",5.725,14.1025
"WestAfrica","baseline",44.5,"infections",200,60.7875,145.65,202.95,279.525,420.625,"mean_first",133.875,359.8375
"WestAfrica","baseline",45.5,"deaths",200,44.215,96.275,131.6,181.175,268.62,"mean_first",84.9,224.405
"WestAfrica","baseline",45.5,"hcw_deaths",200,180.4975,337.875,515.95,662.4,963.3525,"mean_first",324.525,782.855
"WestAfrica","baseline",45.5,"hcw_deaths_incidence",200,2.095,4.6,6.6,9,14.405,"mean_first",4.4,12.31
"WestAfrica","baseline",45.5,"infections",200,50.0925,120.7,171.4,228.675,349.2875,"mean_first",107.975,299.195
"WestAfrica","baseline",46.5,"deaths",200,34.895,80.3,113.5,157.225,233.9225,"mean_first",76.925,199.0275
"WestAfrica","baseline",46.5,"hcw_deaths",200,182.2925,342.45,522.95,673.375,966.6875,"mean_first",330.925,784.395
"WestAfrica","baseline",46.5,"hcw_deaths_incidence",200,1.5975,3.675,5.5,7.7,13.2125,"mean_first",4.025,11.615
"WestAfrica","baseline",46.5,"infections",200,39.66,96.675,143,192.475,295.65,"mean_first",95.8,255.99
"WestAfrica","baseline",47.5,"deaths",200,30.325,65.625,94.7,128.425,190.6275,"mean_first",62.8,160.3025
"WestAfrica","baseline",47.5,"hcw_deaths",200,183.0225,346.5,527.6,679.45,967.725,"mean_first",332.95,784.7025
"WestAfrica","baseline",47.5,"hcw_deaths_incidence",200,0.9975,3.1,4.8,6.5,11.515,"mean_first",3.4,10.5175
"WestAfrica","baseline",47.5,"infections",200,32.5575,79.15,116.8,158.55,249.0075,"mean_first",79.4,216.45
"WestAfrica","baseline",48.5,"deaths",200,24.0075,54.9,79.3,107.825,162.015,"mean_first",52.925,138.0075
"WestAfrica","baseline",48.5,"hcw_deaths",200,183.155,348.65,533.85,684.275,968.435,"mean_first",335.625,785.28
"WestAfrica","baseline",48.5,"hcw_deaths_incidence",200,0.895,2.5,3.9,5.5,10.22,"mean_first",3,9.325
"WestAfrica","baseline",48.5,"infections",200,25.195,63.7,97.25,136.875,232.205,"mean_first",73.175,207.01
"WestAfrica","baseline",49.5,"deaths",200,16.885,44.2,65.3,88.725,139.1175,"mean_first",44.525,122.2325
"WestAfrica","baseline",49.5,"hcw_deaths",200,183.58,350.8,539.7,689.275,968.88,"mean_first",338.475,785.3
"WestAfrica","baseline",49.5,"hcw_deaths_incidence",200,0.9975,1.9,3.1,4.45,8.0025,"mean_first",2.55,7.005
"WestAfrica","baseline",49.5,"infections",200,20.0525,51.55,80.55,116.05,210.9175,"mean_first",64.5,190.865
"WestAfrica","baseline",50.5,"deaths",200,12.2975,34.925,53.3,74.75,123.5025,"mean_first",39.825,111.205
"WestAfrica","baseline",50.5,"hcw_deaths",200,184.095,352.5,543.2,692.875,968.95,"mean_first",340.375,784.855
"WestAfrica","baseline",50.5,"hcw_deaths_incidence",200,0.5,1.5,2.5,4,7.4,"mean_first",2.5,6.9
"WestAfrica","baseline",50.5,"infections",200,15.4675,42.475,67.35,97.625,178.1225,"mean_first",55.15,162.655
"WestAfrica","baseline",51.5,"deaths",200,10.4725,28.85,43.7,63.175,109.4925,"mean_first",34.325,99.02
"WestAfrica","baseline",51.5,"hcw_deaths",200,185.18,354.025,545.3,695.875,969.0875,"mean_first",341.85,783.9075
"WestAfrica","baseline",51.5,"hcw_deaths_incidence",200,0.3,1.4,2,3.525,6.4,"mean_first",2.125,6.1
"WestAfrica","baseline",51.5,"infections",200,12.28,34.325,56.6,80.125,153.88,"mean_first",45.8,141.6
"WestAfrica","baseline",52.5,"deaths",200,7.8975,23.625,37.45,51.85,91.8125,"mean_first",28.225,83.915
"WestAfrica","baseline",52.5,"hcw_deaths",200,185.97,355.5,547.1,701.5,969.1175,"mean_first",346,783.1475
"WestAfrica","baseline",52.5,"hcw_deaths_incidence",200,0.2,0.9,1.8,2.825,5.305,"mean_first",1.925,5.105
"WestAfrica","baseline",52.5,"infections",200,8.98,27.7,44.9,66.375,130.4775,"mean_first",38.675,121.4975
"WestAfrica","baseline",53.5,"deaths",200,5.9825,18.875,30.15,43.9,80.36,"mean_first",25.025,74.3775
"WestAfrica","baseline",53.5,"hcw_deaths",200,186.465,356.55,548.6,704.025,969.235,"mean_first",347.475,782.77
"WestAfrica","baseline",53.5,"hcw_deaths_incidence",200,0.1,0.9,1.35,2.2,4.71,"mean_first",1.3,4.61
"WestAfrica","baseline",53.5,"infections",200,6.1,22.55,35.7,56.375,114.5675,"mean_first",33.825,108.4675
"WestAfrica","baseline",54.5,"deaths",200,5.09,15.275,25.35,35.625,70.5375,"mean_first",20.35,65.4475
"WestAfrica","baseline",54.5,"hcw_deaths",200,187.0525,356.925,549.95,705.775,972.75,"mean_first",348.85,785.6975
"WestAfrica","baseline",54.5,"hcw_deaths_incidence",200,0.1,0.6,1.1,1.8,3.9075,"mean_first",1.2,3.8075
"WestAfrica","baseline",54.5,"infections",200,4.7875,18.05,29.5,47,93.5575000000001,"mean_first",28.95,88.7700000000001
"WestAfrica","baseline",55.5,"deaths",200,3.4,11.875,19.7,30.65,61.86,"mean_first",18.775,58.46
"WestAfrica","baseline",55.5,"hcw_deaths",200,187.645,357.25,550.85,707.25,975.2875,"mean_first",350,787.6425
"WestAfrica","baseline",55.5,"hcw_deaths_incidence",200,0.1,0.5,1,1.5,3.4,"mean_first",1,3.3
"WestAfrica","baseline",55.5,"infections",200,3.0675,13.25,23.5,39.425,89.61,"mean_first",26.175,86.5425
"WestAfrica","baseline",56.5,"deaths",200,2.395,9.8,15.45,24.9,52.095,"mean_first",15.1,49.7
"WestAfrica","baseline",56.5,"hcw_deaths",200,187.8425,358.075,551.8,708.15,976.7525,"mean_first",350.075,788.91
"WestAfrica","baseline",56.5,"hcw_deaths_incidence",200,0,0.3,0.8,1.3,3.2,"mean_first",1,3.2
"WestAfrica","baseline",56.5,"infections",200,1.3,11.175,20.1,31.8,79.0325,"mean_first",20.625,77.7325
"WestAfrica","baseline",57.5,"deaths",200,1.8,7.45,12.85,21.025,46.19,"mean_first",13.575,44.39
"WestAfrica","baseline",57.5,"hcw_deaths",200,187.94,358.475,552.2,709.05,979.1975,"mean_first",350.575,791.2575
"WestAfrica","baseline",57.5,"hcw_deaths_incidence",200,0,0.3,0.6,1.1,2.5025,"mean_first",0.8,2.5025
"WestAfrica","baseline",57.5,"infections",200,0.7925,8.375,16.05,26.9,64.44,"mean_first",18.525,63.6475
"WestAfrica","baseline",58.5,"deaths",200,0.7925,5.575,10.75,18.1,40.5075,"mean_first",12.525,39.715
"WestAfrica","baseline",58.5,"hcw_deaths",200,187.94,358.925,552.9,709.475,980.8575,"mean_first",350.55,792.9175
"WestAfrica","baseline",58.5,"hcw_deaths_incidence",200,0,0.2,0.5,1,2.2,"mean_first",0.8,2.2
"WestAfrica","baseline",58.5,"infections",200,0.49,6.75,14.7,23.05,55.82,"mean_first",16.3,55.33
"WestAfrica","baseline",59.5,"deaths",200,0.3975,4.575,9,14.5,36.02,"mean_first",9.925,35.6225
"WestAfrica","baseline",59.5,"hcw_deaths",200,188.2325,359.275,553.35,710.35,981.93,"mean_first",351.075,793.6975
"WestAfrica","baseline",59.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.8,2.1,"mean_first",0.6,2.1
"WestAfrica","baseline",59.5,"infections",200,0.3975,5.175,12.15,18.25,49.965,"mean_first",13.075,49.5675
"WestAfrica","obv",0.5,"deaths",200,0,0,0.1,0.1,0.202500000000001,"mean_first",0.1,0.202500000000001
"WestAfrica","obv",0.5,"hcw_deaths",200,0,0,0,0,0,"mean_first",0,0
"WestAfrica","obv",0.5,"hcw_deaths_incidence",200,0,0,0,0,0,"mean_first",0,0
"WestAfrica","obv",0.5,"infections",200,30.6,32.675,34,35,37.51,"mean_first",2.325,6.91
"WestAfrica","obv",1.5,"deaths",200,3.3975,4.3,4.7,5.2,6.1,"mean_first",0.9,2.7025
"WestAfrica","obv",1.5,"hcw_deaths",200,0,0,0,0,0,"mean_first",0,0
"WestAfrica","obv",1.5,"hcw_deaths_incidence",200,0,0,0,0,0,"mean_first",0,0
"WestAfrica","obv",1.5,"infections",200,13.795,18.65,20.75,23.7,29.4075,"mean_first",5.05,15.6125
"WestAfrica","obv",2.5,"deaths",200,9.8975,11.4,12.05,12.7,14.4,"mean_first",1.3,4.5025
"WestAfrica","obv",2.5,"hcw_deaths",200,0,0,0,0,0.1,"mean_first",0,0.1
"WestAfrica","obv",2.5,"hcw_deaths_incidence",200,0,0,0,0,0.1,"mean_first",0,0.1
"WestAfrica","obv",2.5,"infections",200,20.385,24.8,28.05,31.925,41.4075,"mean_first",7.125,21.0225
"WestAfrica","obv",3.5,"deaths",200,9.8,11.6,13.05,14.5,17.0025,"mean_first",2.9,7.2025
"WestAfrica","obv",3.5,"hcw_deaths",200,0,0,0,0,0.2,"mean_first",0,0.2
"WestAfrica","obv",3.5,"hcw_deaths_incidence",200,0,0,0,0,0.1,"mean_first",0,0.1
"WestAfrica","obv",3.5,"infections",200,22.79,29.9,34.2,38.3,49.905,"mean_first",8.4,27.115
"WestAfrica","obv",4.5,"deaths",200,11.6,14.375,15.85,17.9,22.0225,"mean_first",3.525,10.4225
"WestAfrica","obv",4.5,"hcw_deaths",200,0,0,0.1,0.2,0.4,"mean_first",0.2,0.4
"WestAfrica","obv",4.5,"hcw_deaths_incidence",200,0,0,0,0.1,0.3,"mean_first",0.1,0.3
"WestAfrica","obv",4.5,"infections",200,24.6925,35.575,40.55,47.225,61.8225,"mean_first",11.65,37.13
"WestAfrica","obv",5.5,"deaths",200,14.0975,16.875,20,22.65,28.1,"mean_first",5.775,14.0025
"WestAfrica","obv",5.5,"hcw_deaths",200,0,0.1,0.2,0.3,0.602500000000001,"mean_first",0.2,0.602500000000001
"WestAfrica","obv",5.5,"hcw_deaths_incidence",200,0,0,0.1,0.2,0.4,"mean_first",0.2,0.4
"WestAfrica","obv",5.5,"infections",200,29.5775,42.825,50.2,57.3,77.8375,"mean_first",14.475,48.26
"WestAfrica","obv",6.5,"deaths",200,15.4925,21.1,24.7,27.225,36.6175,"mean_first",6.125,21.125
"WestAfrica","obv",6.5,"hcw_deaths",200,0.0975000000000001,0.3,0.4,0.6,1.1,"mean_first",0.3,1.0025
"WestAfrica","obv",6.5,"hcw_deaths_incidence",200,0,0.1,0.2,0.3,0.6025,"mean_first",0.2,0.6025
"WestAfrica","obv",6.5,"infections",200,34.8925,49.775,59.85,71.225,96.57,"mean_first",21.45,61.6775
"WestAfrica","obv",7.5,"deaths",200,18.1925,25.075,28.7,34.325,44.6125,"mean_first",9.24999999999999,26.42
"WestAfrica","obv",7.5,"hcw_deaths",200,0.2,0.5,0.7,0.9,1.4,"mean_first",0.4,1.2
"WestAfrica","obv",7.5,"hcw_deaths_incidence",200,0,0.1,0.3,0.4,0.7,"mean_first",0.3,0.7
"WestAfrica","obv",7.5,"infections",200,40.1425,60.55,73,85.825,118.1475,"mean_first",25.275,78.0050000000001
"WestAfrica","obv",8.5,"deaths",200,20.6875,29.925,34.8,41.2,56.15,"mean_first",11.275,35.4625
"WestAfrica","obv",8.5,"hcw_deaths",200,0.3,0.775,1.1,1.4,2,"mean_first",0.625,1.7
"WestAfrica","obv",8.5,"hcw_deaths_incidence",200,0,0.2,0.3,0.4,0.902500000000001,"mean_first",0.2,0.902500000000001
"WestAfrica","obv",8.5,"infections",200,48.97,72.175,86,102.475,144.99,"mean_first",30.3,96.02
"WestAfrica","obv",9.5,"deaths",200,24,35.075,42.8,49.6,68.1675,"mean_first",14.525,44.1675
"WestAfrica","obv",9.5,"hcw_deaths",200,0.5,1.1,1.5,1.8,2.7025,"mean_first",0.7,2.2025
"WestAfrica","obv",9.5,"hcw_deaths_incidence",200,0,0.2,0.4,0.6,1,"mean_first",0.4,1
"WestAfrica","obv",9.5,"infections",200,52.075,82.85,102.15,124.7,176.9975,"mean_first",41.85,124.9225
"WestAfrica","obv",10.5,"deaths",200,27.29,43.075,50.95,60.475,86.3525,"mean_first",17.4,59.0625
"WestAfrica","obv",10.5,"hcw_deaths",200,0.9,1.5,2,2.5,3.8075,"mean_first",1,2.9075
"WestAfrica","obv",10.5,"hcw_deaths_incidence",200,0.1,0.3,0.5,0.7,1.2025,"mean_first",0.4,1.1025
"WestAfrica","obv",10.5,"infections",200,64.6275,97.225,122.2,148.05,217.405,"mean_first",50.825,152.7775
"WestAfrica","obv",11.5,"deaths",200,32.1825,48.475,59.8,71.95,103.145,"mean_first",23.475,70.9625
"WestAfrica","obv",11.5,"hcw_deaths",200,1.2,2.1,2.6,3.2,5.1075,"mean_first",1.1,3.9075
"WestAfrica","obv",11.5,"hcw_deaths_incidence",200,0.1,0.4,0.6,0.825,1.6,"mean_first",0.425,1.5
"WestAfrica","obv",11.5,"infections",200,70.2675,113.85,145.5,178.75,256.73,"mean_first",64.9,186.4625
"WestAfrica","obv",12.5,"deaths",200,36.5675,58.475,71.55,86.8,124.7625,"mean_first",28.325,88.195
"WestAfrica","obv",12.5,"hcw_deaths",200,1.6,2.6,3.35,4.1,6.41,"mean_first",1.5,4.81
"WestAfrica","obv",12.5,"hcw_deaths_incidence",200,0.1975,0.5,0.7,1,1.7,"mean_first",0.5,1.5025
"WestAfrica","obv",12.5,"infections",200,83.96,128.375,171,207,314.95,"mean_first",78.625,230.99
"WestAfrica","obv",13.5,"deaths",200,43.9325,66.9,83.45,104.875,151.625,"mean_first",37.975,107.6925
"WestAfrica","obv",13.5,"hcw_deaths",200,2.0975,3.3,4.3,5.3,8.21,"mean_first",2,6.1125
"WestAfrica","obv",13.5,"hcw_deaths_incidence",200,0.3,0.6,0.9,1.2,1.9,"mean_first",0.6,1.6
"WestAfrica","obv",13.5,"infections",200,96.9325,153.3,204.7,248.95,371.7775,"mean_first",95.65,274.845
"WestAfrica","obv",14.5,"deaths",200,48.1775,78.675,99.5,122.225,185.675,"mean_first",43.55,137.4975
"WestAfrica","obv",14.5,"hcw_deaths",200,2.8,4.1,5.35,6.7,10.3125,"mean_first",2.6,7.5125
"WestAfrica","obv",14.5,"hcw_deaths_incidence",200,0.2975,0.7,1.1,1.6,2.4025,"mean_first",0.9,2.105
"WestAfrica","obv",14.5,"infections",200,108.6075,172.4,236.65,297.525,445.865,"mean_first",125.125,337.2575
"WestAfrica","obv",15.5,"deaths",200,53.895,88.025,116.25,144.625,215.91,"mean_first",56.6,162.015
"WestAfrica","obv",15.5,"hcw_deaths",200,3.3975,5.2,6.6,8.2,12.81,"mean_first",3,9.4125
"WestAfrica","obv",15.5,"hcw_deaths_incidence",200,0.3,0.9,1.3,1.7,2.705,"mean_first",0.8,2.405
"WestAfrica","obv",15.5,"infections",200,125.105,199.675,278.75,346.65,559.4,"mean_first",146.975,434.295
"WestAfrica","obv",16.5,"deaths",200,63.1625,101.575,137.4,171.9,257.6575,"mean_first",70.325,194.495
"WestAfrica","obv",16.5,"hcw_deaths",200,3.995,6.375,7.95,10.325,16.415,"mean_first",3.95,12.42
"WestAfrica","obv",16.5,"hcw_deaths_incidence",200,0.5,1,1.5,2.1,3.605,"mean_first",1.1,3.105
"WestAfrica","obv",16.5,"infections",200,140.9975,227.3,319.3,404.675,643.975,"mean_first",177.375,502.9775
"WestAfrica","obv",17.5,"deaths",200,73.6325,116.45,162.25,201.6,321.3225,"mean_first",85.15,247.69
"WestAfrica","obv",17.5,"hcw_deaths",200,4.7975,7.8,9.9,12.825,20.515,"mean_first",5.025,15.7175
"WestAfrica","obv",17.5,"hcw_deaths_incidence",200,0.6,1.3,1.9,2.4,4.31,"mean_first",1.1,3.71
"WestAfrica","obv",17.5,"infections",200,162.1525,265,372.1,464.725,783.16,"mean_first",199.725,621.0075
"WestAfrica","obv",18.5,"deaths",200,85.0425,135.25,187.7,233.65,369.695,"mean_first",98.4,284.6525
"WestAfrica","obv",18.5,"hcw_deaths",200,5.7,9.3,12.05,15.225,25.8025,"mean_first",5.925,20.1025
"WestAfrica","obv",18.5,"hcw_deaths_incidence",200,0.8,1.375,2.1,2.9,5.21,"mean_first",1.525,4.41
"WestAfrica","obv",18.5,"infections",200,174.995,292.175,433.5,541.775,908.2725,"mean_first",249.6,733.2775
"WestAfrica","obv",19.5,"deaths",200,93.91,153.85,216.2,270.15,450.0625,"mean_first",116.3,356.1525
"WestAfrica","obv",19.5,"hcw_deaths",200,6.395,11.2,14.45,18.6,31.7125,"mean_first",7.4,25.3175
"WestAfrica","obv",19.5,"hcw_deaths_incidence",200,0.7975,1.8,2.4,3.3,6.1,"mean_first",1.5,5.3025
"WestAfrica","obv",19.5,"infections",200,191.7,330.275,480.6,619.625,1077.87,"mean_first",289.35,886.17
"WestAfrica","obv",20.5,"deaths",200,106.385,175.3,247.15,311.575,518.56,"mean_first",136.275,412.175
"WestAfrica","obv",20.5,"hcw_deaths",200,8.38,13.55,17.55,23.1,38.6425,"mean_first",9.55,30.2625
"WestAfrica","obv",20.5,"hcw_deaths_incidence",200,1.0975,2.1,3.1,4.2,7.5075,"mean_first",2.1,6.41
